date,tic,popularity
2009-07-01,NKE,0.02
2009-07-01,NVDA,0.02
2009-07-01,ORCL,0.02
2009-07-01,PEP,0.63
2009-07-01,PFE,0.04
2009-07-01,PG,0.11
2009-07-01,PM,0.17
2009-07-01,PYPL,0.0
2009-07-01,QCOM,0.0
2009-07-01,RTX,0.0
2009-07-01,SBUX,0.0
2009-07-01,SCHW,0.0
2009-07-01,SO,0.63
2009-07-01,SPG,0.01
2009-07-01,T,0.78
2009-07-01,TGT,0.0
2009-07-01,TMO,0.05
2009-07-01,TMUS,0.0
2009-07-01,TSLA,0.0
2009-07-01,TXN,0.01
2009-07-01,UNH,0.0
2009-07-01,UNP,0.0
2009-07-01,UPS,0.3
2009-07-01,USB,0.6
2009-07-01,V,0.54
2009-07-01,VZ,0.08
2009-07-01,WFC,0.0
2009-07-01,WMT,0.0
2009-07-01,XOM,0.01
2009-08-01,AAPL,0.21
2009-08-01,ABBV,0.0
2009-08-01,ABT,0.31
2009-08-01,ACN,0.28
2009-08-01,ADBE,0.03
2009-08-01,AIG,0.19
2009-08-01,AMD,0.52
2009-08-01,AMGN,0.0
2009-08-01,AMT,0.16
2009-08-01,AMZN,0.0
2009-08-01,AVGO,0.0
2009-08-01,AXP,0.0
2009-08-01,BA,0.51
2009-08-01,BAC,0.3
2009-08-01,BK,0.08
2009-08-01,BKNG,0.0
2009-08-01,BLK,0.0
2009-08-01,BMY,0.0
2009-08-01,BRK-B,0.0
2009-08-01,C,0.75
2009-08-01,CAT,0.54
2009-08-01,CHTR,0.0
2009-08-01,CL,0.07
2009-08-01,CMCSA,0.0
2009-08-01,COF,0.0
2009-08-01,COP,0.05
2009-08-01,COST,0.59
2009-08-01,CRM,0.05
2009-08-01,CSCO,0.0
2009-08-01,CVS,0.1
2009-08-01,CVX,0.0
2009-08-01,DE,0.88
2009-08-01,DHR,0.0
2009-08-01,DIS,0.0
2009-08-01,DOW,0.09
2009-08-01,DUK,0.0
2009-08-01,EMR,0.0
2009-08-01,F,0.32
2009-08-01,FDX,0.0
2009-08-01,GD,0.01
2009-08-01,GE,0.1
2009-08-01,GILD,0.01
2009-08-01,GM,0.69
2009-08-01,GOOG,0.17
2009-08-01,GOOGL,0.16
2009-08-01,GS,0.71
2009-08-01,HD,0.16
2009-08-01,HON,0.01
2009-08-01,IBM,0.05
2009-08-01,INTC,0.0
2009-08-01,INTU,0.0
2009-08-01,JNJ,0.0
2009-08-01,JPM,0.01
2009-08-01,KHC,0.0
2009-08-01,KO,0.17
2009-08-01,LIN,0.07
2009-08-01,LLY,0.0
2009-08-01,LMT,0.0
2009-08-01,LOW,0.43
2009-08-01,MA,0.92
2009-08-01,MCD,0.01
2009-08-01,MDLZ,0.0
2009-08-01,MDT,0.01
2009-08-01,MET,0.58
2009-08-01,META,0.09
2009-08-01,MMM,0.02
2009-08-01,MO,0.51
2009-08-01,MRK,0.0
2009-08-01,MS,0.67
2009-08-01,MSFT,0.01
2009-08-01,NEE,0.02
2009-08-01,NFLX,0.0
2009-08-01,NKE,0.02
2009-08-01,NVDA,0.02
2009-08-01,ORCL,0.02
2009-08-01,PEP,0.65
2009-08-01,PFE,0.04
2009-08-01,PG,0.11
2009-08-01,PM,0.17
2009-08-01,PYPL,0.0
2009-08-01,QCOM,0.0
2009-08-01,RTX,0.01
2009-08-01,SBUX,0.0
2009-08-01,SCHW,0.0
2009-08-01,SO,0.64
2009-08-01,SPG,0.01
2009-08-01,T,0.77
2009-08-01,TGT,0.0
2009-08-01,TMO,0.04
2009-08-01,TMUS,0.0
2009-08-01,TSLA,0.0
2009-08-01,TXN,0.01
2009-08-01,UNH,0.0
2009-08-01,UNP,0.0
2009-08-01,UPS,0.29
2009-08-01,USB,0.67
2009-08-01,V,0.6
2009-08-01,VZ,0.07
2009-08-01,WFC,0.0
2009-08-01,WMT,0.0
2009-08-01,XOM,0.01
2009-09-01,AAPL,0.23
2009-09-01,ABBV,0.0
2009-09-01,ABT,0.32
2009-09-01,ACN,0.28
2009-09-01,ADBE,0.03
2009-09-01,AIG,0.16
2009-09-01,AMD,0.49
2009-09-01,AMGN,0.0
2009-09-01,AMT,0.16
2009-09-01,AMZN,0.0
2009-09-01,AVGO,0.0
2009-09-01,AXP,0.0
2009-09-01,BA,0.5
2009-09-01,BAC,0.32
2009-09-01,BK,0.08
2009-09-01,BKNG,0.0
2009-09-01,BLK,0.0
2009-09-01,BMY,0.0
2009-09-01,BRK-B,0.0
2009-09-01,C,0.79
2009-09-01,CAT,0.55
2009-09-01,CHTR,0.0
2009-09-01,CL,0.07
2009-09-01,CMCSA,0.0
2009-09-01,COF,0.0
2009-09-01,COP,0.05
2009-09-01,COST,0.55
2009-09-01,CRM,0.05
2009-09-01,CSCO,0.0
2009-09-01,CVS,0.1
2009-09-01,CVX,0.0
2009-09-01,DE,0.93
2009-09-01,DHR,0.0
2009-09-01,DIS,0.0
2009-09-01,DOW,0.08
2009-09-01,DUK,0.0
2009-09-01,EMR,0.0
2009-09-01,F,0.32
2009-09-01,FDX,0.0
2009-09-01,GD,0.01
2009-09-01,GE,0.09
2009-09-01,GILD,0.01
2009-09-01,GM,0.57
2009-09-01,GOOG,0.17
2009-09-01,GOOGL,0.15
2009-09-01,GS,0.64
2009-09-01,HD,0.17
2009-09-01,HON,0.01
2009-09-01,IBM,0.05
2009-09-01,INTC,0.0
2009-09-01,INTU,0.0
2009-09-01,JNJ,0.0
2009-09-01,JPM,0.01
2009-09-01,KHC,0.0
2009-09-01,KO,0.16
2009-09-01,LIN,0.07
2009-09-01,LLY,0.0
2009-09-01,LMT,0.0
2009-09-01,LOW,0.42
2009-09-01,MA,0.84
2009-09-01,MCD,0.01
2009-09-01,MDLZ,0.0
2009-09-01,MDT,0.01
2009-09-01,MET,0.58
2009-09-01,META,0.08
2009-09-01,MMM,0.02
2009-09-01,MO,0.47
2009-09-01,MRK,0.0
2009-09-01,MS,0.63
2009-09-01,MSFT,0.01
2009-09-01,NEE,0.02
2009-09-01,NFLX,0.0
2009-09-01,NKE,0.02
2009-09-01,NVDA,0.02
2009-09-01,ORCL,0.02
2009-09-01,PEP,0.64
2009-09-01,PFE,0.04
2009-09-01,PG,0.11
2009-09-01,PM,0.18
2009-09-01,PYPL,0.0
2009-09-01,QCOM,0.0
2009-09-01,RTX,0.0
2009-09-01,SBUX,0.0
2009-09-01,SCHW,0.0
2009-09-01,SO,0.61
2009-09-01,SPG,0.0
2009-09-01,T,0.76
2009-09-01,TGT,0.0
2009-09-01,TMO,0.04
2009-09-01,TMUS,0.0
2009-09-01,TSLA,0.0
2009-09-01,TXN,0.01
2009-09-01,UNH,0.01
2009-09-01,UNP,0.0
2009-09-01,UPS,0.3
2009-09-01,USB,0.61
2009-09-01,V,0.56
2009-09-01,VZ,0.09
2009-09-01,WFC,0.0
2009-09-01,WMT,0.0
2009-09-01,XOM,0.01
2009-10-01,AAPL,0.32
2009-10-01,ABBV,0.0
2009-10-01,ABT,0.31
2009-10-01,ACN,0.29
2009-10-01,ADBE,0.03
2009-10-01,AIG,0.14
2009-10-01,AMD,0.51
2009-10-01,AMGN,0.0
2009-10-01,AMT,0.14
2009-10-01,AMZN,0.01
2009-10-01,AVGO,0.0
2009-10-01,AXP,0.0
2009-10-01,BA,0.55
2009-10-01,BAC,0.3
2009-10-01,BK,0.08
2009-10-01,BKNG,0.0
2009-10-01,BLK,0.0
2009-10-01,BMY,0.0
2009-10-01,BRK-B,0.0
2009-10-01,C,0.78
2009-10-01,CAT,0.58
2009-10-01,CHTR,0.0
2009-10-01,CL,0.07
2009-10-01,CMCSA,0.0
2009-10-01,COF,0.0
2009-10-01,COP,0.05
2009-10-01,COST,0.54
2009-10-01,CRM,0.05
2009-10-01,CSCO,0.0
2009-10-01,CVS,0.11
2009-10-01,CVX,0.0
2009-10-01,DE,0.93
2009-10-01,DHR,0.0
2009-10-01,DIS,0.0
2009-10-01,DOW,0.1
2009-10-01,DUK,0.0
2009-10-01,EMR,0.0
2009-10-01,F,0.32
2009-10-01,FDX,0.0
2009-10-01,GD,0.01
2009-10-01,GE,0.1
2009-10-01,GILD,0.01
2009-10-01,GM,0.62
2009-10-01,GOOG,0.19
2009-10-01,GOOGL,0.16
2009-10-01,GS,0.63
2009-10-01,HD,0.17
2009-10-01,HON,0.01
2009-10-01,IBM,0.05
2009-10-01,INTC,0.0
2009-10-01,INTU,0.0
2009-10-01,JNJ,0.0
2009-10-01,JPM,0.01
2009-10-01,KHC,0.0
2009-10-01,KO,0.16
2009-10-01,LIN,0.06
2009-10-01,LLY,0.0
2009-10-01,LMT,0.0
2009-10-01,LOW,0.42
2009-10-01,MA,0.84
2009-10-01,MCD,0.01
2009-10-01,MDLZ,0.0
2009-10-01,MDT,0.01
2009-10-01,MET,0.61
2009-10-01,META,0.09
2009-10-01,MMM,0.02
2009-10-01,MO,0.46
2009-10-01,MRK,0.0
2009-10-01,MS,0.68
2009-10-01,MSFT,0.01
2009-10-01,NEE,0.02
2009-10-01,NFLX,0.0
2009-10-01,NKE,0.02
2009-10-01,NVDA,0.02
2009-10-01,ORCL,0.01
2009-10-01,PEP,0.62
2009-10-01,PFE,0.04
2009-10-01,PG,0.11
2009-10-01,PM,0.18
2009-10-01,PYPL,0.0
2009-10-01,QCOM,0.0
2009-10-01,RTX,0.0
2009-10-01,SBUX,0.0
2009-10-01,SCHW,0.0
2009-10-01,SO,0.66
2009-10-01,SPG,0.0
2009-10-01,T,0.76
2009-10-01,TGT,0.0
2009-10-01,TMO,0.03
2009-10-01,TMUS,0.0
2009-10-01,TSLA,0.0
2009-10-01,TXN,0.01
2009-10-01,UNH,0.01
2009-10-01,UNP,0.0
2009-10-01,UPS,0.29
2009-10-01,USB,0.62
2009-10-01,V,0.59
2009-10-01,VZ,0.09
2009-10-01,WFC,0.0
2009-10-01,WMT,0.0
2009-10-01,XOM,0.01
2009-11-01,AAPL,0.21
2009-11-01,ABBV,0.0
2009-11-01,ABT,0.31
2009-11-01,ACN,0.27
2009-11-01,ADBE,0.03
2009-11-01,AIG,0.13
2009-11-01,AMD,0.5
2009-11-01,AMGN,0.0
2009-11-01,AMT,0.13
2009-11-01,AMZN,0.01
2009-11-01,AVGO,0.0
2009-11-01,AXP,0.0
2009-11-01,BA,0.56
2009-11-01,BAC,0.32
2009-11-01,BK,0.07
2009-11-01,BKNG,0.0
2009-11-01,BLK,0.0
2009-11-01,BMY,0.0
2009-11-01,BRK-B,0.0
2009-11-01,C,0.79
2009-11-01,CAT,0.54
2009-11-01,CHTR,0.0
2009-11-01,CL,0.07
2009-11-01,CMCSA,0.0
2009-11-01,COF,0.0
2009-11-01,COP,0.05
2009-11-01,COST,0.54
2009-11-01,CRM,0.05
2009-11-01,CSCO,0.0
2009-11-01,CVS,0.1
2009-11-01,CVX,0.0
2009-11-01,DE,0.91
2009-11-01,DHR,0.0
2009-11-01,DIS,0.0
2009-11-01,DOW,0.08
2009-11-01,DUK,0.0
2009-11-01,EMR,0.0
2009-11-01,F,0.34
2009-11-01,FDX,0.0
2009-11-01,GD,0.01
2009-11-01,GE,0.09
2009-11-01,GILD,0.01
2009-11-01,GM,0.56
2009-11-01,GOOG,0.2
2009-11-01,GOOGL,0.18
2009-11-01,GS,0.54
2009-11-01,HD,0.2
2009-11-01,HON,0.01
2009-11-01,IBM,0.05
2009-11-01,INTC,0.0
2009-11-01,INTU,0.0
2009-11-01,JNJ,0.0
2009-11-01,JPM,0.01
2009-11-01,KHC,0.0
2009-11-01,KO,0.16
2009-11-01,LIN,0.06
2009-11-01,LLY,0.0
2009-11-01,LMT,0.0
2009-11-01,LOW,0.42
2009-11-01,MA,0.78
2009-11-01,MCD,0.01
2009-11-01,MDLZ,0.0
2009-11-01,MDT,0.01
2009-11-01,MET,0.6
2009-11-01,META,0.09
2009-11-01,MMM,0.02
2009-11-01,MO,0.46
2009-11-01,MRK,0.0
2009-11-01,MS,0.64
2009-11-01,MSFT,0.01
2009-11-01,NEE,0.02
2009-11-01,NFLX,0.0
2009-11-01,NKE,0.02
2009-11-01,NVDA,0.02
2009-11-01,ORCL,0.01
2009-11-01,PEP,0.66
2009-11-01,PFE,0.03
2009-11-01,PG,0.11
2009-11-01,PM,0.19
2009-11-01,PYPL,0.0
2009-11-01,QCOM,0.0
2009-11-01,RTX,0.0
2009-11-01,SBUX,0.0
2009-11-01,SCHW,0.0
2009-11-01,SO,0.66
2009-11-01,SPG,0.0
2009-11-01,T,0.76
2009-11-01,TGT,0.0
2009-11-01,TMO,0.03
2009-11-01,TMUS,0.0
2009-11-01,TSLA,0.0
2009-11-01,TXN,0.01
2009-11-01,UNH,0.01
2009-11-01,UNP,0.0
2009-11-01,UPS,0.3
2009-11-01,USB,0.66
2009-11-01,V,0.69
2009-11-01,VZ,0.07
2009-11-01,WFC,0.0
2009-11-01,WMT,0.0
2009-11-01,XOM,0.01
2009-12-01,AAPL,0.22
2009-12-01,ABBV,0.0
2009-12-01,ABT,0.3
2009-12-01,ACN,0.25
2009-12-01,ADBE,0.03
2009-12-01,AIG,0.11
2009-12-01,AMD,0.51
2009-12-01,AMGN,0.0
2009-12-01,AMT,0.11
2009-12-01,AMZN,0.01
2009-12-01,AVGO,0.0
2009-12-01,AXP,0.0
2009-12-01,BA,0.62
2009-12-01,BAC,0.31
2009-12-01,BK,0.07
2009-12-01,BKNG,0.0
2009-12-01,BLK,0.0
2009-12-01,BMY,0.0
2009-12-01,BRK-B,0.0
2009-12-01,C,0.76
2009-12-01,CAT,0.55
2009-12-01,CHTR,0.0
2009-12-01,CL,0.07
2009-12-01,CMCSA,0.0
2009-12-01,COF,0.0
2009-12-01,COP,0.06
2009-12-01,COST,0.52
2009-12-01,CRM,0.04
2009-12-01,CSCO,0.0
2009-12-01,CVS,0.11
2009-12-01,CVX,0.0
2009-12-01,DE,0.84
2009-12-01,DHR,0.0
2009-12-01,DIS,0.0
2009-12-01,DOW,0.07
2009-12-01,DUK,0.0
2009-12-01,EMR,0.0
2009-12-01,F,0.33
2009-12-01,FDX,0.0
2009-12-01,GD,0.01
2009-12-01,GE,0.08
2009-12-01,GILD,0.01
2009-12-01,GM,0.62
2009-12-01,GOOG,0.22
2009-12-01,GOOGL,0.19
2009-12-01,GS,0.52
2009-12-01,HD,0.21
2009-12-01,HON,0.01
2009-12-01,IBM,0.04
2009-12-01,INTC,0.0
2009-12-01,INTU,0.0
2009-12-01,JNJ,0.0
2009-12-01,JPM,0.01
2009-12-01,KHC,0.0
2009-12-01,KO,0.17
2009-12-01,LIN,0.06
2009-12-01,LLY,0.0
2009-12-01,LMT,0.0
2009-12-01,LOW,0.37
2009-12-01,MA,0.84
2009-12-01,MCD,0.01
2009-12-01,MDLZ,0.0
2009-12-01,MDT,0.01
2009-12-01,MET,0.71
2009-12-01,META,0.08
2009-12-01,MMM,0.02
2009-12-01,MO,0.45
2009-12-01,MRK,0.0
2009-12-01,MS,0.62
2009-12-01,MSFT,0.01
2009-12-01,NEE,0.02
2009-12-01,NFLX,0.0
2009-12-01,NKE,0.02
2009-12-01,NVDA,0.02
2009-12-01,ORCL,0.02
2009-12-01,PEP,0.73
2009-12-01,PFE,0.03
2009-12-01,PG,0.1
2009-12-01,PM,0.17
2009-12-01,PYPL,0.0
2009-12-01,QCOM,0.0
2009-12-01,RTX,0.0
2009-12-01,SBUX,0.0
2009-12-01,SCHW,0.0
2009-12-01,SO,0.67
2009-12-01,SPG,0.0
2009-12-01,T,0.76
2009-12-01,TGT,0.0
2009-12-01,TMO,0.03
2009-12-01,TMUS,0.0
2009-12-01,TSLA,0.0
2009-12-01,TXN,0.01
2009-12-01,UNH,0.0
2009-12-01,UNP,0.0
2009-12-01,UPS,0.36
2009-12-01,USB,0.69
2009-12-01,V,0.59
2009-12-01,VZ,0.06
2009-12-01,WFC,0.0
2009-12-01,WMT,0.0
2009-12-01,XOM,0.01
2010-01-01,AAPL,0.36
2010-01-01,ABBV,0.0
2010-01-01,ABT,0.28
2010-01-01,ACN,0.27
2010-01-01,ADBE,0.03
2010-01-01,AIG,0.1
2010-01-01,AMD,0.52
2010-01-01,AMGN,0.0
2010-01-01,AMT,0.14
2010-01-01,AMZN,0.01
2010-01-01,AVGO,0.0
2010-01-01,AXP,0.0
2010-01-01,BA,0.65
2010-01-01,BAC,0.39
2010-01-01,BK,0.07
2010-01-01,BKNG,0.0
2010-01-01,BLK,0.0
2010-01-01,BMY,0.0
2010-01-01,BRK-B,0.0
2010-01-01,C,0.81
2010-01-01,CAT,0.55
2010-01-01,CHTR,0.0
2010-01-01,CL,0.07
2010-01-01,CMCSA,0.0
2010-01-01,COF,0.0
2010-01-01,COP,0.05
2010-01-01,COST,0.58
2010-01-01,CRM,0.05
2010-01-01,CSCO,0.0
2010-01-01,CVS,0.09
2010-01-01,CVX,0.0
2010-01-01,DE,0.79
2010-01-01,DHR,0.0
2010-01-01,DIS,0.0
2010-01-01,DOW,0.07
2010-01-01,DUK,0.0
2010-01-01,EMR,0.0
2010-01-01,F,0.37
2010-01-01,FDX,0.0
2010-01-01,GD,0.01
2010-01-01,GE,0.09
2010-01-01,GILD,0.01
2010-01-01,GM,0.62
2010-01-01,GOOG,0.23
2010-01-01,GOOGL,0.2
2010-01-01,GS,0.58
2010-01-01,HD,0.2
2010-01-01,HON,0.02
2010-01-01,IBM,0.05
2010-01-01,INTC,0.0
2010-01-01,INTU,0.0
2010-01-01,JNJ,0.0
2010-01-01,JPM,0.01
2010-01-01,KHC,0.0
2010-01-01,KO,0.18
2010-01-01,LIN,0.07
2010-01-01,LLY,0.0
2010-01-01,LMT,0.0
2010-01-01,LOW,0.44
2010-01-01,MA,0.91
2010-01-01,MCD,0.01
2010-01-01,MDLZ,0.0
2010-01-01,MDT,0.01
2010-01-01,MET,0.9
2010-01-01,META,0.07
2010-01-01,MMM,0.02
2010-01-01,MO,0.48
2010-01-01,MRK,0.0
2010-01-01,MS,0.66
2010-01-01,MSFT,0.01
2010-01-01,NEE,0.02
2010-01-01,NFLX,0.0
2010-01-01,NKE,0.01
2010-01-01,NVDA,0.02
2010-01-01,ORCL,0.01
2010-01-01,PEP,0.67
2010-01-01,PFE,0.04
2010-01-01,PG,0.1
2010-01-01,PM,0.17
2010-01-01,PYPL,0.0
2010-01-01,QCOM,0.0
2010-01-01,RTX,0.0
2010-01-01,SBUX,0.0
2010-01-01,SCHW,0.0
2010-01-01,SO,0.66
2010-01-01,SPG,0.0
2010-01-01,T,0.74
2010-01-01,TGT,0.0
2010-01-01,TMO,0.03
2010-01-01,TMUS,0.0
2010-01-01,TSLA,0.0
2010-01-01,TXN,0.01
2010-01-01,UNH,0.0
2010-01-01,UNP,0.0
2010-01-01,UPS,0.31
2010-01-01,USB,0.71
2010-01-01,V,0.6
2010-01-01,VZ,0.06
2010-01-01,WFC,0.0
2010-01-01,WMT,0.0
2010-01-01,XOM,0.01
2010-02-01,AAPL,0.23
2010-02-01,ABBV,0.0
2010-02-01,ABT,0.29
2010-02-01,ACN,0.27
2010-02-01,ADBE,0.03
2010-02-01,AIG,0.1
2010-02-01,AMD,0.46
2010-02-01,AMGN,0.0
2010-02-01,AMT,0.13
2010-02-01,AMZN,0.01
2010-02-01,AVGO,0.0
2010-02-01,AXP,0.0
2010-02-01,BA,0.65
2010-02-01,BAC,0.37
2010-02-01,BK,0.07
2010-02-01,BKNG,0.0
2010-02-01,BLK,0.0
2010-02-01,BMY,0.0
2010-02-01,BRK-B,0.0
2010-02-01,C,0.76
2010-02-01,CAT,0.51
2010-02-01,CHTR,0.0
2010-02-01,CL,0.07
2010-02-01,CMCSA,0.0
2010-02-01,COF,0.0
2010-02-01,COP,0.07
2010-02-01,COST,0.58
2010-02-01,CRM,0.05
2010-02-01,CSCO,0.0
2010-02-01,CVS,0.09
2010-02-01,CVX,0.0
2010-02-01,DE,0.87
2010-02-01,DHR,0.0
2010-02-01,DIS,0.0
2010-02-01,DOW,0.08
2010-02-01,DUK,0.0
2010-02-01,EMR,0.0
2010-02-01,F,0.37
2010-02-01,FDX,0.0
2010-02-01,GD,0.02
2010-02-01,GE,0.09
2010-02-01,GILD,0.01
2010-02-01,GM,0.59
2010-02-01,GOOG,0.21
2010-02-01,GOOGL,0.2
2010-02-01,GS,0.58
2010-02-01,HD,0.19
2010-02-01,HON,0.02
2010-02-01,IBM,0.04
2010-02-01,INTC,0.0
2010-02-01,INTU,0.0
2010-02-01,JNJ,0.0
2010-02-01,JPM,0.01
2010-02-01,KHC,0.0
2010-02-01,KO,0.17
2010-02-01,LIN,0.06
2010-02-01,LLY,0.0
2010-02-01,LMT,0.0
2010-02-01,LOW,0.45
2010-02-01,MA,0.86
2010-02-01,MCD,0.01
2010-02-01,MDLZ,0.0
2010-02-01,MDT,0.01
2010-02-01,MET,0.67
2010-02-01,META,0.08
2010-02-01,MMM,0.02
2010-02-01,MO,0.47
2010-02-01,MRK,0.0
2010-02-01,MS,0.65
2010-02-01,MSFT,0.0
2010-02-01,NEE,0.02
2010-02-01,NFLX,0.0
2010-02-01,NKE,0.01
2010-02-01,NVDA,0.02
2010-02-01,ORCL,0.01
2010-02-01,PEP,0.62
2010-02-01,PFE,0.03
2010-02-01,PG,0.11
2010-02-01,PM,0.18
2010-02-01,PYPL,0.0
2010-02-01,QCOM,0.0
2010-02-01,RTX,0.0
2010-02-01,SBUX,0.0
2010-02-01,SCHW,0.0
2010-02-01,SO,0.61
2010-02-01,SPG,0.0
2010-02-01,T,0.75
2010-02-01,TGT,0.0
2010-02-01,TMO,0.03
2010-02-01,TMUS,0.0
2010-02-01,TSLA,0.0
2010-02-01,TXN,0.01
2010-02-01,UNH,0.0
2010-02-01,UNP,0.01
2010-02-01,UPS,0.3
2010-02-01,USB,0.67
2010-02-01,V,0.63
2010-02-01,VZ,0.06
2010-02-01,WFC,0.0
2010-02-01,WMT,0.0
2010-02-01,XOM,0.01
2010-03-01,AAPL,0.27
2010-03-01,ABBV,0.0
2010-03-01,ABT,0.3
2010-03-01,ACN,0.28
2010-03-01,ADBE,0.04
2010-03-01,AIG,0.1
2010-03-01,AMD,0.43
2010-03-01,AMGN,0.0
2010-03-01,AMT,0.13
2010-03-01,AMZN,0.0
2010-03-01,AVGO,0.0
2010-03-01,AXP,0.0
2010-03-01,BA,0.81
2010-03-01,BAC,0.57
2010-03-01,BK,0.08
2010-03-01,BKNG,0.0
2010-03-01,BLK,0.0
2010-03-01,BMY,0.0
2010-03-01,BRK-B,0.0
2010-03-01,C,0.76
2010-03-01,CAT,0.52
2010-03-01,CHTR,0.0
2010-03-01,CL,0.08
2010-03-01,CMCSA,0.0
2010-03-01,COF,0.0
2010-03-01,COP,0.07
2010-03-01,COST,0.62
2010-03-01,CRM,0.05
2010-03-01,CSCO,0.0
2010-03-01,CVS,0.09
2010-03-01,CVX,0.0
2010-03-01,DE,0.89
2010-03-01,DHR,0.0
2010-03-01,DIS,0.0
2010-03-01,DOW,0.07
2010-03-01,DUK,0.0
2010-03-01,EMR,0.0
2010-03-01,F,0.37
2010-03-01,FDX,0.0
2010-03-01,GD,0.02
2010-03-01,GE,0.09
2010-03-01,GILD,0.01
2010-03-01,GM,0.63
2010-03-01,GOOG,0.22
2010-03-01,GOOGL,0.2
2010-03-01,GS,0.58
2010-03-01,HD,0.19
2010-03-01,HON,0.02
2010-03-01,IBM,0.04
2010-03-01,INTC,0.0
2010-03-01,INTU,0.0
2010-03-01,JNJ,0.0
2010-03-01,JPM,0.01
2010-03-01,KHC,0.0
2010-03-01,KO,0.17
2010-03-01,LIN,0.06
2010-03-01,LLY,0.0
2010-03-01,LMT,0.0
2010-03-01,LOW,0.44
2010-03-01,MA,0.9
2010-03-01,MCD,0.01
2010-03-01,MDLZ,0.0
2010-03-01,MDT,0.01
2010-03-01,MET,0.63
2010-03-01,META,0.09
2010-03-01,MMM,0.02
2010-03-01,MO,0.51
2010-03-01,MRK,0.0
2010-03-01,MS,0.66
2010-03-01,MSFT,0.0
2010-03-01,NEE,0.02
2010-03-01,NFLX,0.0
2010-03-01,NKE,0.02
2010-03-01,NVDA,0.02
2010-03-01,ORCL,0.02
2010-03-01,PEP,0.69
2010-03-01,PFE,0.04
2010-03-01,PG,0.11
2010-03-01,PM,0.18
2010-03-01,PYPL,0.0
2010-03-01,QCOM,0.0
2010-03-01,RTX,0.0
2010-03-01,SBUX,0.0
2010-03-01,SCHW,0.0
2010-03-01,SO,0.66
2010-03-01,SPG,0.0
2010-03-01,T,0.75
2010-03-01,TGT,0.0
2010-03-01,TMO,0.03
2010-03-01,TMUS,0.0
2010-03-01,TSLA,0.0
2010-03-01,TXN,0.01
2010-03-01,UNH,0.01
2010-03-01,UNP,0.0
2010-03-01,UPS,0.29
2010-03-01,USB,0.6
2010-03-01,V,0.64
2010-03-01,VZ,0.06
2010-03-01,WFC,0.0
2010-03-01,WMT,0.0
2010-03-01,XOM,0.01
2010-04-01,AAPL,0.41
2010-04-01,ABBV,0.0
2010-04-01,ABT,0.31
2010-04-01,ACN,0.27
2010-04-01,ADBE,0.04
2010-04-01,AIG,0.09
2010-04-01,AMD,0.47
2010-04-01,AMGN,0.0
2010-04-01,AMT,0.14
2010-04-01,AMZN,0.01
2010-04-01,AVGO,0.0
2010-04-01,AXP,0.0
2010-04-01,BA,0.76
2010-04-01,BAC,0.45
2010-04-01,BK,0.08
2010-04-01,BKNG,0.0
2010-04-01,BLK,0.0
2010-04-01,BMY,0.0
2010-04-01,BRK-B,0.0
2010-04-01,C,0.79
2010-04-01,CAT,0.51
2010-04-01,CHTR,0.0
2010-04-01,CL,0.08
2010-04-01,CMCSA,0.0
2010-04-01,COF,0.0
2010-04-01,COP,0.06
2010-04-01,COST,0.61
2010-04-01,CRM,0.05
2010-04-01,CSCO,0.0
2010-04-01,CVS,0.09
2010-04-01,CVX,0.0
2010-04-01,DE,0.96
2010-04-01,DHR,0.0
2010-04-01,DIS,0.0
2010-04-01,DOW,0.08
2010-04-01,DUK,0.0
2010-04-01,EMR,0.0
2010-04-01,F,0.39
2010-04-01,FDX,0.0
2010-04-01,GD,0.02
2010-04-01,GE,0.08
2010-04-01,GILD,0.01
2010-04-01,GM,0.64
2010-04-01,GOOG,0.23
2010-04-01,GOOGL,0.2
2010-04-01,GS,0.53
2010-04-01,HD,0.19
2010-04-01,HON,0.02
2010-04-01,IBM,0.04
2010-04-01,INTC,0.0
2010-04-01,INTU,0.0
2010-04-01,JNJ,0.0
2010-04-01,JPM,0.01
2010-04-01,KHC,0.0
2010-04-01,KO,0.17
2010-04-01,LIN,0.09
2010-04-01,LLY,0.0
2010-04-01,LMT,0.0
2010-04-01,LOW,0.43
2010-04-01,MA,0.91
2010-04-01,MCD,0.01
2010-04-01,MDLZ,0.0
2010-04-01,MDT,0.01
2010-04-01,MET,0.66
2010-04-01,META,0.08
2010-04-01,MMM,0.02
2010-04-01,MO,0.52
2010-04-01,MRK,0.0
2010-04-01,MS,0.65
2010-04-01,MSFT,0.01
2010-04-01,NEE,0.03
2010-04-01,NFLX,0.0
2010-04-01,NKE,0.02
2010-04-01,NVDA,0.02
2010-04-01,ORCL,0.01
2010-04-01,PEP,0.64
2010-04-01,PFE,0.04
2010-04-01,PG,0.11
2010-04-01,PM,0.18
2010-04-01,PYPL,0.0
2010-04-01,QCOM,0.0
2010-04-01,RTX,0.0
2010-04-01,SBUX,0.0
2010-04-01,SCHW,0.0
2010-04-01,SO,0.69
2010-04-01,SPG,0.0
2010-04-01,T,0.75
2010-04-01,TGT,0.0
2010-04-01,TMO,0.03
2010-04-01,TMUS,0.0
2010-04-01,TSLA,0.0
2010-04-01,TXN,0.01
2010-04-01,UNH,0.0
2010-04-01,UNP,0.0
2010-04-01,UPS,0.3
2010-04-01,USB,0.57
2010-04-01,V,0.65
